,amount,block,missing,sender,txhash,time
425,2.5,4385395,80072665.756423369434675254,0xfeA039D115917C7DBb294A51e1262442E4479b19,0x1a8d160fb69e2e7160e56cae95720d6a9572a6f3be5f8c05fdc97e1fea4d5eac,19793
426,2.5,4385396,80046710.769380762984675254,0x0d02bDB7b2d56F924Bb0d369AcF8B46e60A9273B,0x97bdc4a11acbe653dbcd4acc2c4ff52f8c8dbb46675be5b7dc2723d3f5fcae62,19809
427,2.5,4385397,79999818.448362081134675254,0x3bd02a7df60C6E4fD110F0C35044B4f13fF1fB06,0x4cc42a3dede4d767ab6a06a28962bdf10b88bd14945dfa97b7c1f2d6a010f862,19839
428,1,4385418,79553559.986617382384675254,0xff4792607f5FBBC34201a6814cDa9A023D202ea1,0x042b0a4c0b24d2e9b420c0dec5b6dfcdb7ad4aae81236c1c4e178dde2719ab03,20115
429,2.5,4385435,79087831.164158363084675254,0x47EE3b1C48FDA1144bb335e3bE8f6f8bEf156A8F,0x278de88308076bbcd4c40de5de43d6b465f57d5f03c0e5c254b5670cdb18c2f4,20403
430,2.4,4385435,79087828.664158363084675254,0x9E278cCa772229a73C7ce04e1489bD59099E6480,0x5bf6d615e64bd2d48e607b1e18a4aa2cc8a2806ab22bed2f2cf2058767880740,20403
431,2.45,4385441,78921077.105334135784675254,0xbf30e3A42D06A2daA01157c874aE5b7318983955,0x20d3a1415ff6a6fe38a2cae22e8211e509160d21bf033e8dc7ce21522c2d14db,20506
432,8,4385447,78733332.555618084234675254,0x00d35EE346Bf2df7627509006D92316Ed8D0713d,0xdc561033191c1a447bbb64465cf9ddba6bb32b6b845c6cadc35c776585b7a7ca,20621
433,6,4385449,78674691.260356732684675254,0x5e52B47629eA2d8B312DE17B3255e32C2662fEf4,0xd4d4cce1ea7a7d5e0c2869ae9aa2066566913a34177a98519f0697388be0879e,20656
435,2.4,4385452,78532049.491943625584675254,0x48e82C3ad3Ff6f8C1AC7D4d80B200e09440521B6,0x034b174f75d9f807dc5dbf4b3f759830376a9a28a571cb260135b2666f9ae613,20745
434,1.04,4385452,78532050.531943625584675254,0xcB8DfD127E976B54025Cdc03bb7ac250f15f5968,0x6eec2ca2b378ebb1748b18e1b4c58f1af6464395aed97e78b158b2da190ffe49,20745
436,0.252,4385465,78135556.938007138134675254,0x23839940c1bAF273993A3Fd27D88657d27D15329,0x65177e252b35e7cd1a47ee3bdc3e2f49585a6f1b232c6f22494639cba85246f1,20988
437,19.5,4385465,78135556.686007138134675254,0x66D7c3a49Cd818D143d313D0d2A23C37652B7cC6,0xaa8afe95f4eb6281fb3ddd435c650397e70896ca134e2b73467f403c8accb481,20988
438,2.4,4385480,77836044.643479560934675254,0x4a54B1cCEB873Ae807d4c1D49D571F3397FC39E9,0x178122483de664fdee16a58266f2cd9030d38ffc39e79003d9378019073161d2,21173
439,2,4385496,77501201.164790685884675254,0x855C7565F1B6F10D738dc88aF789B57CAA4d3D4C,0x522867d33b70d76e8d48931bd7e6bcc6094b7646a3f7449112dfd58125fd8661,21378
440,9.99,4385523,77051069.824871019284675254,0x15589A587E89d4CE7f4132A3a4b4C637FF1ecA17,0xb9dba5614169d3eb768c41046064a856f3985ae1887fcf70de49607822a5b705,21653
441,0.389,4385539,76673284.262916714734675254,0x1044d033F7e235005984C05F4873fe0Be53c35D2,0x442722d6c2adea1ec4b960c3edb7c491aa6d03e8078b453ae27f4bb1254e3885,21885
442,114,4385544,76574941.488332878784675254,0x0c1fc9E981813157b0948C122A2D30aA96668EC3,0x608ae7c71208f3c81cf4a72c7262f5655ef7dda7ceb6299455e078c98dba1267,21945
443,0.1,4385558,76150676.290202078284675254,0xCD8Fa1E688F120AD84EB109CF5f6631D0140Ea82,0x8c4a37fb530e6b0a2526c2472024935ddbf2c11d09e6d1976172b3c6f726004e,22205
444,5,4385580,75687423.464609221634675254,0xCA87f50094B39401FFdc10D5C3aF9c471315a7C4,0xbf98e1f8f8798a6e8d30264849c66e95953f4923fefe423115ea81bf0544960d,22487
445,2.498,4385584,75645066.114555637334675254,0x68707103a3b7377D1F568B85FB7ea17d4bcA9D08,0x000ec67d71a1c28cf252d5de42723b1599b52ab4be60e759c5c538f604d4bd67,22513
446,5,4385599,75247811.525755159434675254,0x5763908b32877E1CD129975ACC7AB88190B20C5F,0x2c8f7198085a9f1176b8ebf03cf4046eb0ed5210b32701196ae123829affdcf1,22756
447,10,4385602,75142177.521763515934675254,0xa44dB7ef03C1c87530Fe2Aaba58a0b6B01D3C3e1,0xb48cfa40cb31caad9bac584873b5202c5c619cb2d5fa402c911ff302ae43b7a6,22821
448,200,4385606,74993985.253518570484675254,0x4B1117F5a39A1001Cd0a19bc926e1765FbF3F346,0xb76fac7c38943dfe7e043247da75159ff0ad4a0a87e058c10290e1417c555bb8,22911
449,24.08416749,4385610,74923601.790853781784675254,0xf1A7b8b3d6A69C30883b2a3fB023593d9bB4C81E,0x5345ab79f09e38b789776a4442ef75ac23ce5425432c9c8468fbcf8e341e430b,22954
450,2.5,4385620,74712953.169956356634675254,0x47660b31a22C3aE731f3357D87440aE3fbB8529A,0x91ba72690acf3385dcd1ccebbb48f4e59ad6a81b877d86b656b7b54d6c729867,23083
451,1,4385622,74680167.545010120134675254,0x1cd65f74d01eCbE6A63F131C3bB140a0E0a90955,0x6e6bcfd80bebe6dec8a7deb2b61bc3a8076c6f64bd9c654b75c9e31269d89d1c,23102
452,1.967,4385649,74235459.797253091584675254,0x69EdB27D82CfB4aD9357510b929e1B2dbD3BF836,0x1e392b62539a811456cc60894d61aab0b30abcc68c5c1ead39c8ccf0cf953275,23375
453,0.15,4385664,73915662.051725900334675254,0xa5186c499206e9e4bCc21A8Aa6Da1b977CFb9e65,0x89b782b6d64ed242d5a382c3693c0512c96a5a5a597c2d5b6e7de899c7920584,23570
454,2.4,4385672,73822697.834918042284675254,0xAE941e197a566dDe42c5c9d13Aa7c25aeCDDCe0a,0xb2327f09905bd3a338c10d1d19db2f9e6e71ee72dbdab4b08f3e9dffc90c061d,23626
455,10,4385682,73638125.104229994384675254,0x2cb53AFD850fb9415932dFe497f94c227bC8e151,0x41e22c6ca18d3dd13e31dafabdd47648bb94b5fa803653abe4b80ba56f78e50f,23740
456,1,4385730,72479509.039969750784675254,0x90E19eFCfC79503c7574a5B52Ee543164b1f2509,0x72d6cb909ff37da23c585bc7c2d5a73b36b8799a6fa748753a2df54c853f32c7,24448
457,2.5,4385735,72290519.368694759534675254,0x9D9388E7f7170e8a7bdD8E5ac4e1e02e64Fca0eb,0x06fde48d7f59d29f4953788afa470297c6a1d3a6463d82539fc0758d2f320820,24565
458,2.5,4385757,71852639.458099334384675254,0xd5EEd777d284E5bBf196FBC65c429A260212bda3,0x0e0cdfa774387578d7c4bb3152a84020be35f8c26d6c5c5be8c1a06f825a3f41,24833
459,2.5,4385759,71821136.817037688384675254,0x76Bdecc430479c1A26ae0cC2795a949BE09cE6b6,0xf718ee1f12058d1d66b712dcfa8b7d05c7b8d8e5054203aa1170c1b35f63f3c3,24853
460,2.5,4385790,71110151.468322118434675254,0xb485395d07470E182dC9a5c5D5d949948f03D29D,0xcbc142c154e86a78af9d79ff4bcc9096d5f06cdba8b5231a463f2dc718377285,25289
461,1.82809236,4385791,71058248.325716908234675254,0xFDc6977FcbBB81e9C9F010219D6D62823d5D3cc4,0x06f9aaae8d041209febda4225da97c650aaddc2d731bba4504a219769862e805,25321
462,2.5,4385797,70962908.891061077284675254,0x8402452B15c8199cD3deb071034A246e24528Ec3,0xee56f127d4d84a67568f7cdb5f0d6ef3d1ac829283f4ee79c5dfcdce32447a09,25380
463,4,4385799,70912757.647263089934675254,0xB28f837cf483eE1ab23E7Fe97D641158910C052F,0x664423780280c9d4173f166e657e87b0b13716c2d3cbe758dad0c1695cfbbb06,25411
464,2.5,4385818,70528889.846592325034675254,0x4675d67Edf173C04186C9d0B77fB5E71e208A893,0xeeef8b5523e20a6e5f27902cb0d21893e0418186993c31fd1750f968f0ddc21a,25648
465,0.33,4385849,70080221.503807097984675254,0x8E1276e31948401814E79e7a0AA6Aa74D2E28a46,0x63b9170c760d81e0f322eb2ded5d42a502350ad2b675c5d1e1c6ab76a663a777,25925
466,0.52,4385852,70029597.904255459084675254,0x9f3D59f5D5b48FECF757a047Ce44990F6ed27858,0xa7470e6c4f0268486a8db1ca909330d1b5b55e316dba47b054ce78218a3acc43,25956
467,5,4385860,69898134.472096692734675254,0x4036f4D6b6c7Bc545a96bbB5af305945BB6f2c34,0xf7535ece7d26f281c879d0c6b73380ca4c42bd761bb60290ae5056f31e6cd57a,26038
468,2.25,4385871,69725913.946673910684675254,0x4331fd2aE1Ab58a0E2C525cC5D97b810b30e1049,0xb4168d3d25af5c24322eb11aa6ac9758939e6d57f03e3901abcc82c5b4bde076,26144
469,4.43,4385874,69668734.543237639134675254,0x8561741705a3701aBAdD2143952104abBcc3bdD0,0xb9ffc5256dcaf9e18ced880d734f8b486fe427a638ff0028881ea3ea3aa7b9d5,26179
470,2.147638002,4385890,69277312.389300323334675254,0x13CB03459e120DB1453F5eEbD2efF4A41E3A28b0,0xa1f666bc421dc1093cd93d1166e897cceea8341dab308efba92f422a645413ea,26422
471,52,4385893,69241382.659481670984675254,0x8eB3FbB4A0Cc2366e88FB476df63D3Ad6907907b,0x245446c75dd0f2c1c4de1b65652098c7e9d93922a70dd1259056e8f9e35b62cb,26445
472,1,4385916,68494007.249415031434675254,0xbbb42F05F200CEBc3B01201Aa5FFB63C957d19Ac,0xe375f8610537bea07c82e7fecfe8805348dd1b988909ce4ceb0e0636b5522975,26909
473,2.25,4385936,68124675.835467260084675254,0xC44f59bce5166ea2eE71dd63E7fDc6cdb1989d1C,0xb390c1b6e480a8002c417d907e23384514fdedaf022610ddb5487dd346cd5751,27140
474,1.4,4385939,68104303.679105270784675254,0x67358342E37850bD86C6212318eF7573A0073490,0xbbae5b2b02ac3ef80ab60bcd9766f6303be285d4453f99a72ed9faef41c7c287,27153
475,2.5,4385948,67902517.731184562134675254,0xb4c33477B04933c2BdDe66c76fc0E15dCab707e4,0xf59d33ce2c140b7bfaafe7fc93122979076b9035f00836ad0ef494a240e9ab1f,27279
476,1,4385998,67007704.217454221884675254,0xBB77C8abC875dD7a6A3696731145CFe86AC2fF38,0x33c60b197d4ef715af15c8289d33701e433104255969f485b0ef0d4f707ccc0c,27841
477,2.5,4386044,66230116.274820898134675254,0xb8E19f38d1d473e64788da362CC0Fe502d57d474,0xadcea78bbdefe1f5e504e2ec910fbe8511a6d76ac9f8e93aa7401c76090d8329,28332
478,2.5,4386046,66135346.663291786634675254,0x20aDc61458b00425cF72DF7EC088a1A2F265b418,0xd05674a81a70fdd9ed7bf58da898e99136223e2d519345a874085b8492656f35,28392
479,4,4386116,64646988.795971392434675254,0xdaE70DcAC923fE27ee33102e852be0cCAdc9642f,0x27ddfcc66c22b49368034d0cc42432240869f0a4f5c4dd437c205b82824b526c,29341
480,2.4,4386116,64646984.795971392434675254,0x000a94470AE3Df4C5a7C80Be6433a1174558E7Dc,0x6f4a41089d0e7be0321499dfd7dee504653aa9bd1ffdfddfd9010fc15185ae47,29341
481,2.5,4386130,64374346.610320660984675254,0xA6bfC7493F9FEa17283D9060A6316B02C3E92bc1,0x2d4cbe932ccd5e0b28fc117f3e5f91a09ec9f42981b948534339601247144dc8,29516
482,2.5,4386144,64157677.934597647534675254,0x99e8C0A3C86356aF8746A299435BDF0d3C1424F5,0x98a2406042a683e9ef05237613d3a7d868aa048998b93d5b78f0cd426c7868d3,29656
483,2,4386149,64073476.033415103684675254,0x301dA7ccb1552C15A0a0cCd7256cAde4e513b6C8,0x68dfd88ed62e736f153570bd1ceff93b454191af0806138a3cf858c46de57fca,29710
484,2.5,4386153,63983265.662359166834675254,0x00a70C56bE9F9256c062E81Fd556B34314DaBB6A,0x66393b0f961642332996071d8ce9a6fb5e204b78dec7e4757ef84994e17102bc,29768
485,2.4,4386162,63789222.091980558734675254,0xbb7E9e36D5A8E5495c0E127B33A73E331276C386,0xcd16c4537ef6130dc701c8d40da349356cca6b19a65c6dcbd2dfe23579563b8e,29894
486,2.5,4386166,63727688.164044574434675254,0xe066FE84075fcaB0359498EE2fD29C18a8da8FEF,0x83f784c8e93e94e6728a5665e61b5a0a644a9c32d569cc2fc80ee77607c2d73f,29934
487,2.5,4386167,63697608.804561578284675254,0x38148eCC2078dA7f65E6233DDA28eFaf4C51E96F,0x78812529219963e72ec8961470cce0fef93bd88070c16f67cab62d509e67cae1,29953
488,2.5,4386169,63656189.302629881934675254,0x34CE6D643Cc45ac460d763806AaC998D348CE406,0x19e5bec3c2901a4c4a4440643839811574493319066abad389fd6da2f0127b96,29980
489,2.5,4386183,63374529.179281469484675254,0xE5410Fab5D5F49A9a6f750e8893bdF0493080347,0xb9ba939f33d64e8b9239c325ce9547c7e60e1a73623abfe4a858b2025df3d6ad,30163
490,1.1,4386198,63093453.978811401034675254,0x577E532a7c1bbF9460820cE2d3c10FEf835f1e54,0x1e834beab32bed9a1ce22104a828bce49a106301a339dd4199b905b7e64e9f21,30346
491,2.5,4386207,62876691.187817905334675254,0x7Fb29881b83161F347DcaA0BD21A69c5Fd4AD431,0x61d06fd457d1e353f237250d928eaf9871c625183ba972f395bc1563f2edc680,30487
492,2.5,4386231,62394541.502577487384675254,0x30b69486d7F7b6f2b78Dfb6E6712d9AEbf9b4AA9,0xc536ea2027d7749b8f49fd963b82510a90b03d77ddb5eb53f43bf915c6bdf9f0,30803
493,1.28310229,4386286,61264442.588369292034675254,0xC3602dF35FDFA4C3d055DfBc456743d5de162355,0x6292f037fd6fcefbf02919376c5f82c94939b50b0f5b67f87410008c31802d9e,31549
494,5,4386290,61045256.829728901184675254,0x3833F8DBDbd6bdcb6A883FF209B869148965b364,0x49065174d9062c7a5d04977f9b332577ee1fb821dcbcd8b0c11766c52834aa09,31695
495,2,4386299,60838746.637397965634675254,0x742d12D082E7211d491E878503Ce3cBe833b9dd7,0x121d52193cd33a8735cbe28b5a72f08661899b3fffbc8830cc9af3b0b74d92fd,31833
496,2.495,4386300,60820988.424952984534675254,0x50535aAC6D93b22aecec32944B67e5AB2fC584a7,0x07c9f8544c2e2bdd10c23530418b99dcda189d0431ddcfa4d9bf4a982074a777,31845
497,2.5,4386337,60155985.473142379284675254,0x740710a34Eb775351a97F5287C2a5DfFDb08Fa4d,0x18e947e4b5864a233ae6bba42c8a34646ecbb13b87b28013f9554425c028ff0b,32291
498,2.499,4386346,59965397.459719490434675254,0x2da2DcB96ACeB6844f425e68EF339BC190E0Fb8F,0x6dea458153ce88c3c66ed72844870313f8edaeabb2202221bb98ae82ff2c6bdd,32419
499,1,4386350,59916697.847181797884675254,0xf2705316CF2beE0fD5Bd1B2F55d99F351eabCa48,0x3f4fbf9574d2a40fe91dd3124db6d1c0b97a62cd37c0e14b344427484455d500,32452
500,2.5,4386352,59847646.911478955184675254,0x61BD8eB94d90FC67a012526ea99b6703B526D514,0xaa715961c2b662865c2ec2e3f91970fb0be206124f061dae7d1f3fb54a6e42ef,32499
501,2.5,4386376,59349637.310940527984675254,0x2be28260Bfea06C46ffA0412167EF1E3ac8e6B45,0xe13396fb047a80b5dc43183c1ef18948d608f0e83b07bc1cfbb2c61cba2107af,32837
502,1.5,4386383,59266575.413337208684675254,0xd97473feC3B1b27D26E827C68845930cE8E19A7c,0x5e864286ecdda99f8fe839c5060483fbd367b648d0ad8ee2a6f4edcede058486,32893
503,1,4386431,58550913.155512512884675254,0xB92FE767CCA7E07f75163B0064C448f707759c3A,0xf3da566dde8971f5395bffd1799c7bdf15f7d32ec737c78a0a9a922fb4b529a7,33383
504,2.5,4386437,58417142.276359741534675254,0x0430e256Ce153cF4c38964d6c0abaD1474A61220,0x8e3d0b198f0418860b10dc0597f4b59062acc86710604f60ca5cf09cea585cdb,33475
505,0.1,4386439,58378666.949752169734675254,0x9bC8354FD0355A17241fBe4a2B19597bf28900E3,0xbb345276c4cb8ff307dd164eb6e3c81b7ff5879b58696f8d234b7808d9e0b434,33502
506,2.4999999,4386445,58243303.691340819084675254,0x8A1fd9C947B6FEd951142719249441008EEC8087,0xf3ce020e72b8651a49ad26278f25ef3ce248b9ea6d3f7b776329608eb2ad679c,33595
507,2,4386448,58165462.275082528184675254,0xc9E3c817F0B70D8d3E3023a887088ed84487d0de,0xd7690bf080fd0c84c14110af165531e0d2189098088cd061f5bde81f1e40503a,33649
508,2.5,4386449,58055940.628028905234675254,0x1114177daF662326cD38e1b18A26c5c29dd8C29e,0x1de6013c66451000060cddb0cb80c4a8c418026f587361e8de9443356ccc3a10,33725
509,0.5,4386461,57878041.133416273784675254,0xD1C2abaC8DBDd1F87476Acda91842312990D8f97,0xc9b29fc0645462d10df9dafbc000b16ee3026c9b911ee060b704c105d720ce4d,33848
510,2.5,4386487,57404609.971619381934675254,0xf5831Ca78cca1FCe74D8db5ffAeAA6e01A5262f4,0x6a1b6eee918e43818d74f111ee64e8cb52a9ec289c1b2299b3b1371f826526fd,34178
511,2.5,4386510,56788892.264823267534675254,0x24611827867b1F315cC72AD051e5184Ae30Eed4b,0xc366f5ee66be7d91bd3bd89bb1da4c8b712ff1101e3e7fa688ba2116780e5c5c,34610
512,2,4386515,56724950.976216865684675254,0x85FA7D151F45C0431709C9a858184d05BC61662D,0x24ec28d52726fb99f5e76da9ae9637e3cfdba2740eb1444a371fa685bb7890c2,34655
513,2.5,4386520,56603469.213192784534675254,0x00Ba5bB4F911F20Cca6d12fA63FaFECc023AB82B,0xc85d272feb84cc1cf2a490132d2989dde2bdf16e0f79266227db205af62442fb,34741
514,0.49,4386523,56463886.084551213534675254,0xA8E63D389665dD3B4273EB4867B3485cB4583806,0x2b8c5073516c1b3627f8120db7209a05985f71728a3de296766fd3bb59c4053d,34840
515,2,4386541,56170916.806368703784675254,0xEB9cc77a1c9742f7b63520d61E5b1Da3Db099F92,0x0e68f49483c871b1bd6d8bd863fbf2698a97187aaaae79072fbf7359264ee3f7,35048
516,2.9,4386555,55986885.111031707984675254,0x9bC8354FD0355A17241fBe4a2B19597bf28900E3,0x60621caae9f32955bf3bd960528c4a626af3bac4b8fe4b8e33583d6927c7dd32,35179
517,2.49,4386559,55901549.143250136784675254,0xC5921EC4a19Ccc32687267f9F5B3aa9Ad83024a1,0x67eb0ff6c1ca9a398ffb9dbcb7dfd0b35c8b46b59f668b4c14ab56093217c9e5,35240
518,2.4945,4386585,55459378.690519266984675254,0xf4Cd2E25778463b1F124Eaa4aE8502D18A402553,0x30d108b443209945cfa5da7e5009f520cf90717d6431b569576ee8a8708e1a89,35557
519,0.5,4386605,55052244.585145260534675254,0x71f3f34BBd6E450d3b8bb379B6eCd9583D736943,0x38f18d064a0aa2643adf00bc60096cc64c5bc0b121d4f4b3fe3333c9638f8b97,35851
520,2.452,4386613,54886675.693714302084675254,0xFd846345360c98BF1a12D094D92D1248e3C82C12,0x1f02fde08e63e7f2b6cd3e948285b446d15658cf076581a2eab4fabef2a4b2c3,35971
521,2.5,4386613,54886673.241714302084675254,0x7b054cA6415C2b439A20e053Fa2540f66Ad8B43f,0xa06e2d53b8d5268acb60e34930622485ba90b84da2987a847e3f333f31e09ad0,35971
522,1,4386635,54516574.379389591934675254,0xCb451806ED3988215B21d15b37e6f7b09c391D1A,0x8748e6317624688a23e2557353b728cc386297e6b3971aeed5f9f0bf7ed5c022,36241
523,2.4523,4386644,54335812.267854250484675254,0x9c18e6bafb8aB7Bad62E354E21bAB0DC556698Ce,0xe0a6f7ef70cf71b5cab69571056a7626d6bd2e8d94cdaf851cfe2a8a7eef6e14,36373
524,0.5,4386660,54054648.290781336484675254,0xaAe2012F36Ba810928495f25A3a5A3dB8A31bbe9,0x9d99e3c1e6a1a8df1ea14361a591355adb7f5af412d1fa425dd424f3c38a535d,36580
525,1357.310426,4386684,53543299.579464120334675254,0xc8f387eB8edAC64efAE018DfD10036bDbc059369,0x08f417af8f65c1a9bfb73d50875e12ed4fe3a5c55defbc66af19c3b6acd78af7,36958
526,1.07,4386695,53392502.925165470684675254,0xeBd2e29d1e5DfC0c44FEf909E7e8cE538342CdD7,0xaa64bbbab7bf18375e68dcd6726dc84a7280936446095978b9f170bb24360aa0,37069
527,2.5,4386714,52968468.102888151884675254,0xA4CbdfA1eED71887bE6043c185b7Be49f29d68B4,0x230625ac81496d967a7e01ca019a38635801e95798aeec153e3f845f0bbea5c3,37386
528,2,4386756,52227581.423630439684675254,0x37b6040abc092Ff607bcfEf3ae5122184560430f,0x873b101c2ecc31ad691ac5c5c139c9c18c383fcafc81f55f01f564f3efa4c9a7,37946
529,2,4386772,51921396.750381874034675254,0xbFc56D3081D34B90493B331711B7f2D4E5F46B54,0x7318c86360da4293c94053cd9e571f36452256c34ce394784b85ebd24d533343,38179
530,2.5,4386780,51847280.568523258784675254,0x0b6bF70Ac0b540F0b24A83a20cC7b5A69184855c,0xf3d611f979737c44cb370e9e8ec231f52833a664a19f18b523220ec592297a9a,38236
531,9.89,4386791,51615401.888727232984675254,0x55f3D384dE8B04F5Eae777a4DD2eB0244476551F,0x66927db7986664ed537c0cf03bd924a647ee2ea78be10793a0fa96798779fa73,38414
532,1,4386821,51104214.927347005284675254,0x9818af73dEd482a85063c2edaD7eb024184fF227,0x356ef0fbcbb1b678f3972cead60654f0b03e3b9b0c34e6281f164664716dce2f,38809
533,0.1,4386825,51058840.831251971184675254,0xB58b64402565E94B4304bb573f5412D3c40FA2c3,0x94207f22770345b887583106bd6c27334459942135f2f8eb9a50d21d58c72e47,38844
534,2.45,4386829,50952230.621366786334675254,0x0eBF1c34770C94AA5E50659A69A43136a7c74d61,0x3a17377ec82d58362a33fc134d8de673d5e917ee66fd054495d4e63d3549dc92,38927
535,2.11,4386830,50943382.475292342634675254,0x9f9724A480bCFd6719B99B40b6a1511574875A38,0xfb3f7c887a9f27d5c3e0a38ea1afd1342807bffb7a6fd7bd2656a8e4e722dcdb,38934
536,1,4386843,50700295.442339064784675254,0x39eE232EDADe81b5352D3E4cb56b8aa35f5aE687,0x622932cdd5beca48a270e12aae342f68f27fce64164b0e46a781fe96fa7613c8,39124
537,0.5,4386855,50528781.776974253184675254,0x7205fC2EC03Ae1109B35D983407a223AC82C4871,0xb8c9e7bc7737906bc8acb57653cc0f5e56551b51e37d53e33d3b0cf753c4ad56,39258
538,3.1,4386866,50323303.575194628384675254,0x55A5F913ae82c43f1D63f338a304A0d1AF0F3ac0,0xd036ae21873a99b22108fa1e25f8f02d7900d12936c50e7aac7ab881ed842a93,39420
539,1,4386897,49756677.809527377384675254,0xea45e1Fd78773DB60eE008888521Cb0fF49AC831,0x441a1c2f92e5fb98925626b4f01f86120ab8840727ecdcef55f25f7077a6e9bd,39869
540,32,4386910,49535447.104544277534675254,0xa6Bf70bd230867c870eF13631D7EFf1AE8Ab85c9,0x8f862bf03055b0211e501f21a6f8e3235b89072ad60beae3ceaf781c69e67261,40046
541,5,4386923,49294758.490191963634675254,0x11583903c09332011a04a7FefAd5A9Ee35D42a3F,0x86312dbcf0dc149942027e41a170e55f796a1ff5e8e35e5b3573df19cac31dd2,40239
542,3,4386928,49193271.438881526084675254,0x8A0bd511E47070cf9E358cb7754b9ceB56213c56,0x9e9f11da1807f534caba5618062825714fd59be17c1be828726d13d6f1ef1072,40321
543,45,4386931,49158440.471892505734675254,0xcB726F13479963934E91b6F34b6E87eC69c21bB9,0xdb637d61478ab59fe946430205b1cf3f5f311a2b46b16e1b61e7ce6b3249669f,40349
544,13,4386946,48906300.945592505284675254,0x65371DABa482cFe27cbB1E3DF44722D2f9DD2CBe,0x4f03210f7db6c6d675131146c76e65d951aa9ad704c15d97002da316876cc599,40553
545,2.5,4386956,48720483.282527299584675254,0x783D24C7eFd9545e52d71FBb4b29c3c60582D8D6,0xd4ae0d7240d2a5c93aaabf310b3186614b3d3af724845ea4f70f128067747f25,40704
546,10,4386988,48185023.243078937734675254,0x952a51f061EF1EE74E1CFE10c88c9a6A517c991C,0xb1833a1539906dd56268110ab812a16051059df40bb4c53adbde9e92f5176404,41143
547,2.4,4386990,48120249.266329865034675254,0xdEBDB242addC4d32a0db23192B755bD7A34a87f6,0x823c9115b6fcd35997a4feaf10120690526ae5cb0acbfcdf88134ee6e3139d2a,41196
548,1,4386999,47991223.652899487834675254,0x6C68895E429313434aD1FB3131829689284840Bb,0xcdf127c156d45547321c8062f5b24ce6b86b01f3dc62bb5116f4bf804b96c2f7,41303
549,0.5,4387022,47513729.775406610334675254,0x2D916bF4d19d54CAbC36966399ce5E81877B21fc,0x28b68cab9b5c55da6b37e2d83d130be5d04376ef63dab5533c6e35a2c5694fcc,41700
550,2.475,4387032,47261816.757248490784675254,0x665DdA8C3423eBbB2Cf550D1E306c214fb561247,0xfac7dacee0a907cb2d5744325adb354b783fa9ba259c94fcb4e5f35e10dc12f6,41911
551,2.5,4387088,46296184.678007846584675254,0x0710c910d3d8061019f91bB90ccdf607898E135E,0x5204aca250bd96e2dfae39bf917c2988bc2c12b9b93c45ec3ec0432969faede3,42732
552,21,4387096,46168194.974838483284675254,0xE7cA80a0C3d63E7262f79d18d9602B46Bd606c19,0x7f62382a7f84a5e4faffcf4626c41e5c81ef9f29a21d500e3509d1b7cb01d7f6,42842
553,2.39,4387117,45888312.494625276884675254,0x2986aF155fB3Cc5a52fe1f1E4f57c53A55754c10,0xf3df870dec848459a7c74fb4e8c6eba2589d7b04782aa34f22f4e327e3e2d3f7,43084
554,2.5,4387141,45517534.417389665784675254,0xA192a411c0cf4BC6B1C166fb2d6876e0Eaf9cf76,0x2beb6bba6914530f0de2ccaa186fe786b38088cb95f131a8007a5b127e72f1c3,43407
555,1,4387159,45219299.619938222234675254,0xeE2E0E56e11faE260f3DE0D6767fc1e970FC69D3,0x0ff178c4e8403914260f8b7af9db7a00f33e9107aeabc2d661090d0501ff5fef,43669
556,2.4,4387164,45115027.701027697184675254,0xDBa1C5969994434143AD0966F1E785dE075B8e67,0x75f14a90ec69196749b506790f2b2f5edaef49f057f3bdbc25a707b7071d178a,43761
557,5.3,4387167,45063827.611333515284675254,0xCCc605e6a13E3Cd53a0499523dc31Ae0Fe3f5DBB,0x9dccc02efc3507c5f627facdf9aa73e16f405140b9051c9219549ffddfd344d7,43806
558,0.995,4387167,45063822.311333515284675254,0xFBb1b73C4f0BDa4f67dcA266ce6Ef42f520fBB98,0x443c9dcca5fca476c63d0138e340cf9eb75bcc15df2d72ca8786ea4bbd74d4ff,43806
559,0.27,4387169,45033671.599784204784675254,0x81cF2491Bc55787a244f20f067D6a4717eb1EDA3,0xd64fd89d4dc8e4d714b93937ff666d8392f5a17cea06f4dda520cb4451e2ec60,43833
560,1,4387177,44917457.933873127334675254,0x19A4847bB45d8ab955B9D6954fE470A77D5B0134,0xfbe7454044254e39dbccfe0f7e05c8d2c8fa9172e4a1db11464a70c7691789ce,43936
562,2,4387181,44816060.749243562534675254,0x3b271c43635A5fF2be9b8Ce704bdc3eC1Cd199a1,0xc400bb66dcd143d38ddc67d5296e3a66a20c64029e79f70db8b8a8579d107793,44026
561,2.489559,4387181,44816063.238802562534675254,0x3ECfD585A326dDd1551B8fc269D4c55b23AFBEF5,0x6d51b852e94e2ffd288ee92122b4584e97e113d6536ca0a0820804d5a8417ff5,44026
563,2.489559,4387210,44457010.294662992434675254,0x193692A64e3da5b28F7d8a119f098344ffe96435,0xf3b82c9074d2ab2523c495041f2858e4c6c50d192a630dc296f040de490cf499,44347
564,2,4387215,44329140.277029727784675254,0x497D99F35Cd8F2866d1183630B4E34AE0F5b80a5,0x237e61f5a687034d90d064a209f10e36cba4fabe90bbfc67325044435f3b127b,44462
